Specimen,Taxon,ID-Type,ExternalCode,Source
JHU-004230,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004231,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004232,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004233,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004234,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004235,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004236,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004237,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004238,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004239,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004240,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004241,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004242,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004243,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004244,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004245,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
VOID,,,VOID,WILD_CAUGHT
JHU-004247,,,FFX,WILD_CAUGHT
JHU-004248,,,FFX,WILD_CAUGHT
JHU-004249,,,FFX,WILD_CAUGHT
JHU-004250,,,FFX,WILD_CAUGHT
JHU-004251,,,FFX,WILD_CAUGHT
JHU-004252,,,FFX,WILD_CAUGHT
JHU-004253,,,FFX,WILD_CAUGHT
JHU-004254,,,FFX,WILD_CAUGHT
JHU-004255,,,FFX,WILD_CAUGHT
JHU-004256,,,FFX,WILD_CAUGHT
JHU-004257,,,FFX,WILD_CAUGHT
JHU-004258,,,FFX,WILD_CAUGHT
JHU-004259,,,FFX,WILD_CAUGHT
JHU-004260,,,FFX,WILD_CAUGHT
JHU-004261,,,FFX,WILD_CAUGHT
JHU-004262,,,FFX,WILD_CAUGHT
JHU-004263,,,FFX,WILD_CAUGHT
JHU-004264,,,FFX,WILD_CAUGHT
JHU-004265,,,FFX,WILD_CAUGHT
JHU-004266,,,FFX,WILD_CAUGHT
JHU-004267,,,FFX,WILD_CAUGHT
JHU-004268,,,FFX,WILD_CAUGHT
JHU-004269,,,FFX,WILD_CAUGHT
JHU-004270,,,FFX,WILD_CAUGHT
JHU-004271,,,FFX,WILD_CAUGHT
JHU-004272,,,FFX,WILD_CAUGHT
JHU-004273,,,FFX,WILD_CAUGHT
JHU-004274,,,FFX,WILD_CAUGHT
JHU-004275,,,FFX,WILD_CAUGHT
JHU-004276,,,FFX,WILD_CAUGHT
JHU-004277,,,FFX,WILD_CAUGHT
JHU-004278,,,FFX,WILD_CAUGHT
JHU-004279,,,FFX,WILD_CAUGHT
JHU-004280,,,FFX,WILD_CAUGHT
JHU-004281,,,FFX,WILD_CAUGHT
JHU-004282,,,FFX,WILD_CAUGHT
JHU-004283,,,FFX,WILD_CAUGHT
JHU-004284,,,FFX,WILD_CAUGHT
JHU-004285,,,FFX,WILD_CAUGHT
JHU-004286,,,FFX,WILD_CAUGHT
JHU-004287,,,FFX,WILD_CAUGHT
JHU-004288,,,FFX,WILD_CAUGHT
JHU-004289,,,FFX,WILD_CAUGHT
JHU-004290,,,FFX,WILD_CAUGHT
JHU-004291,,,FFX,WILD_CAUGHT
JHU-004292,,,FFX,WILD_CAUGHT
JHU-004293,,,FFX,WILD_CAUGHT
JHU-004294,,,FFX,WILD_CAUGHT
JHU-004295,,,FFX,WILD_CAUGHT
JHU-004296,,,FFX,WILD_CAUGHT
JHU-004297,,,FFX,WILD_CAUGHT
JHU-004298,,,FFX,WILD_CAUGHT
JHU-004299,,,FFX,WILD_CAUGHT
JHU-004300,,,FFX,WILD_CAUGHT
JHU-004301,,,FFX,WILD_CAUGHT
JHU-004302,,,FFX,WILD_CAUGHT
JHU-004303,,,FFX,WILD_CAUGHT
JHU-004304,,,FFX,WILD_CAUGHT
JHU-004305,,,FFX,WILD_CAUGHT
JHU-004306,,,FFX,WILD_CAUGHT
JHU-004307,,,FFX,WILD_CAUGHT
JHU-004308,,,FFX,WILD_CAUGHT
JHU-004309,,,FFX,WILD_CAUGHT
JHU-004310,,,FFX,WILD_CAUGHT
JHU-004311,,,FFX,WILD_CAUGHT
VOID,,,VOID,WILD_CAUGHT
JHU-004313,anopheles coluzzii,DNA,MOZ,WILD_CAUGHT
JHU-004314,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004315,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004316,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004317,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004318,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004319,anopheles gambiae_ss,DNA,MOZ,WILD_CAUGHT
JHU-004320,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004321,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
VOID,,,VOID,WILD_CAUGHT
JHU-004323,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004324,anopheles gambiae_sl,DNA,MOZ,WILD_CAUGHT
JHU-004325,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004326,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004327,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004328,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004329,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004330,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004331,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004332,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004333,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004334,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004335,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004336,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004337,anopheles coluzzii,DNA,MOZ,WILD_CAUGHT
JHU-004338,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004339,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004340,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
VOID,,,VOID,WILD_CAUGHT
JHU-004342,anopheles gambiae_ss,DNA,MOZ,WILD_CAUGHT
JHU-004343,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004344,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004345,anopheles coluzzii,DNA,MOZ,WILD_CAUGHT
JHU-004346,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004347,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004348,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004349,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004350,anopheles coluzzii,DNA,MOZ,WILD_CAUGHT
VOID,,,VOID,WILD_CAUGHT
JHU-004352,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004353,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004354,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004355,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004356,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004357,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004358,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004359,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
VOID,,,VOID,WILD_CAUGHT
JHU-004361,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004362,anopheles coluzzii,DNA,MOZ,WILD_CAUGHT
VOID,,,VOID,WILD_CAUGHT
JHU-004364,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004365,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004366,anopheles coluzzii,DNA,MOZ,WILD_CAUGHT
JHU-004367,anopheles coluzzii,DNA,MOZ,WILD_CAUGHT
JHU-004368,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004369,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004370,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004371,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004372,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004373,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004374,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004375,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
VOID,,,VOID,WILD_CAUGHT
JHU-004377,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004378,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004379,anopheles gambiae_sl,DNA,MOZ,WILD_CAUGHT
JHU-004380,anopheles coluzzii,DNA,MOZ,WILD_CAUGHT
JHU-004381,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004382,anopheles gambiae_sl,DNA,MOZ,WILD_CAUGHT
JHU-004383,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004384,anopheles gambiae_ss,DNA,MOZ,WILD_CAUGHT
JHU-004385,anopheles gambiae_ss,DNA,MOZ,WILD_CAUGHT
JHU-004386,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004387,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004388,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004389,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004390,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004391,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004392,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004393,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004394,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004395,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004396,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004397,anopheles coluzzii,DNA,MOZ,WILD_CAUGHT
JHU-004398,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004399,anopheles gambiae_ss,DNA,MOZ,WILD_CAUGHT
JHU-004400,anopheles gambiae_ss,DNA,MOZ,WILD_CAUGHT
JHU-004401,anopheles gambiae_ss,DNA,MOZ,WILD_CAUGHT
JHU-004402,anopheles gambiae_ss,DNA,MOZ,WILD_CAUGHT
JHU-004403,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004404,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004405,anopheles gambiae_ss,DNA,MOZ,WILD_CAUGHT
VOID,,,VOID,WILD_CAUGHT
VOID,,,VOID,WILD_CAUGHT
JHU-004408,anopheles coustani,Human,MOZ,WILD_CAUGHT
JHU-004409,anopheles coustani,DNA,MOZ,WILD_CAUGHT
JHU-004410,anopheles coustani,DNA,MOZ,WILD_CAUGHT
VOID,,,VOID,WILD_CAUGHT
JHU-004412,anopheles coustani,DNA,MOZ,WILD_CAUGHT
JHU-004413,anopheles coustani,DNA,MOZ,WILD_CAUGHT
JHU-004414,anopheles cf-coustani_1,DNA,MOZ,WILD_CAUGHT
JHU-004415,anopheles coustani,Human,MOZ,WILD_CAUGHT
JHU-004416,anopheles cf-coustani_1,DNA,MOZ,WILD_CAUGHT
JHU-004417,anopheles rufipes,DNA,MOZ,WILD_CAUGHT
JHU-004418,anopheles squamosus,DNA,MOZ,WILD_CAUGHT
JHU-004419,anopheles coustani,DNA,MOZ,WILD_CAUGHT
JHU-004420,anopheles coustani,Human,MOZ,WILD_CAUGHT
JHU-004421,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004422,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
VOID,,,VOID,WILD_CAUGHT
JHU-004424,anopheles funestus_sl,DNA,MOZ,WILD_CAUGHT
JHU-004425,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004426,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004427,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004428,anopheles funestus_sl,DNA,MOZ,WILD_CAUGHT
JHU-004429,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004430,anopheles funestus_sl,DNA,MOZ,WILD_CAUGHT
JHU-004431,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004432,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004433,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004434,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004435,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004436,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004437,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
VOID,,,VOID,WILD_CAUGHT
VOID,,,VOID,WILD_CAUGHT
JHU-004440,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004441,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004442,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004443,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
VOID,,,VOID,WILD_CAUGHT
JHU-004445,anopheles funestus_sl,Human,MOZ,WILD_CAUGHT
JHU-004446,anopheles funestus_sl,DNA,MOZ,WILD_CAUGHT
JHU-004447,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004448,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004449,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004450,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004451,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004452,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004453,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004454,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004455,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004456,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004457,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
VOID,,,VOID,WILD_CAUGHT
JHU-004459,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
VOID,,,VOID,WILD_CAUGHT
VOID,,,VOID,WILD_CAUGHT
JHU-004462,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004463,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004464,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004465,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004466,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004467,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
VOID,,,VOID,WILD_CAUGHT
VOID,,,VOID,WILD_CAUGHT
JHU-004470,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004471,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004472,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004473,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004474,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004475,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
VOID,,,VOID,WILD_CAUGHT
VOID,,,VOID,WILD_CAUGHT
JHU-004478,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004479,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004480,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004481,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004482,anopheles funestus_sl,DNA,MOZ,WILD_CAUGHT
JHU-004483,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004484,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
VOID,,,VOID,WILD_CAUGHT
VOID,,,VOID,WILD_CAUGHT
JHU-004487,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004488,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004489,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
VOID,,,VOID,WILD_CAUGHT
JHU-004491,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004492,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004493,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004494,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004495,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004496,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004497,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004498,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004499,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
VOID,,,VOID,WILD_CAUGHT
VOID,,,VOID,WILD_CAUGHT
JHU-004502,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
VOID,,,VOID,WILD_CAUGHT
JHU-004504,anopheles funestus_sl,DNA,MOZ,WILD_CAUGHT
VOID,,,VOID,WILD_CAUGHT
JHU-004506,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004507,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004508,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004509,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004510,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004511,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
VOID,,,VOID,WILD_CAUGHT
JHU-004513,anopheles funestus_sl,DNA,MOZ,WILD_CAUGHT
VOID,,,VOID,WILD_CAUGHT
VOID,,,VOID,WILD_CAUGHT
VOID,,,VOID,WILD_CAUGHT
JHU-004517,anopheles gambiae_ss,DNA,MOZ,WILD_CAUGHT
JHU-004518,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004519,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004520,anopheles gambiae_ss,DNA,MOZ,WILD_CAUGHT
JHU-004521,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004522,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004523,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004524,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004525,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004526,anopheles coluzzii,DNA,MOZ,WILD_CAUGHT
JHU-004527,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004528,anopheles coluzzii,DNA,MOZ,WILD_CAUGHT
JHU-004529,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004530,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004531,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004532,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004533,anopheles gambiae_ss,DNA,MOZ,WILD_CAUGHT
JHU-004534,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004535,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004536,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004537,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004538,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004539,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004540,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004541,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004542,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004543,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004544,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004545,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004546,anopheles gambiae_ss,DNA,MOZ,WILD_CAUGHT
JHU-004547,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004548,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004549,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004550,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004551,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004552,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004553,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004554,anopheles gambiae_ss,DNA,MOZ,WILD_CAUGHT
JHU-004555,anopheles gambiae_ss,DNA,MOZ,WILD_CAUGHT
VOID,,,VOID,WILD_CAUGHT
JHU-004557,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004558,anopheles gambiae_ss,DNA,MOZ,WILD_CAUGHT
JHU-004559,anopheles gambiae_ss,DNA,MOZ,WILD_CAUGHT
JHU-004560,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004561,anopheles gambiae_ss,DNA,MOZ,WILD_CAUGHT
JHU-004562,anopheles coluzzii,DNA,MOZ,WILD_CAUGHT
JHU-004563,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004564,anopheles gambiae_sl,DNA,MOZ,WILD_CAUGHT
JHU-004565,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004566,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004567,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004568,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004569,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004570,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004571,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004572,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004573,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004574,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004575,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004576,anopheles funestus_sl,Human,MOZ,WILD_CAUGHT
JHU-004577,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004578,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004579,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004580,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004581,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004582,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004583,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004584,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004585,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004586,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004587,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004588,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004589,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004590,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004591,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004592,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004593,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004594,anopheles gambiae_ss,DNA,MOZ,WILD_CAUGHT
JHU-004595,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004596,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004597,anopheles gambiae_ss,DNA,MOZ,WILD_CAUGHT
JHU-004598,anopheles gambiae_ss,DNA,MOZ,WILD_CAUGHT
JHU-004599,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004600,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004601,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004602,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004603,anopheles coluzzii,DNA,MOZ,WILD_CAUGHT
JHU-004604,anopheles gambiae_ss,DNA,MOZ,WILD_CAUGHT
JHU-004605,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004606,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004607,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004608,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004609,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004610,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004611,anopheles gambiae_ss,DNA,MOZ,WILD_CAUGHT
JHU-004612,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004613,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
JHU-004614,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004615,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004616,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004617,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004618,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
VOID,,,VOID,WILD_CAUGHT
JHU-004620,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004621,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004622,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004623,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004624,anopheles coluzzii,DNA,MOZ,WILD_CAUGHT
JHU-004625,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004626,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004627,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
VOID,,,VOID,WILD_CAUGHT
JHU-004629,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004630,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004631,anopheles coluzzii,DNA,MOZ,WILD_CAUGHT
JHU-004632,anopheles gambiae_ss,DNA,MOZ,WILD_CAUGHT
JHU-004633,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004634,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004635,anopheles gambiae_ss,DNA,MOZ,WILD_CAUGHT
JHU-004636,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004637,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004638,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004639,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-004640,anopheles funestus_ss,DNA,MOZ,WILD_CAUGHT
